amount,time_delta,merchant_cat,country,is_night,typing_speed_ms,device_trust,is_fraud
292.62,67060,electronics,IN,0,332.1,0.193,0
19.23,70571,electronics,US,0,365.0,0.658,0
258.39,73150,utilities,GB,0,270.8,0.508,0
1168.72,52208,utilities,IN,0,324.8,0.402,0
168.05,49431,utilities,IN,0,285.8,0.952,0
87.06,84606,electronics,IN,1,420.7,0.966,0
529.25,9507,groceries,IN,1,284.8,0.262,0
3752.69,32452,groceries,US,0,245.7,0.25,0
208.1,47876,groceries,IN,0,288.2,0.656,0
517.79,51813,groceries,IN,0,329.0,0.936,0
205.91,58779,utilities,IN,0,431.2,0.999,0
94.1,32169,travel,DE,0,397.6,0.68,0
210.73,59677,gaming,IN,0,345.9,0.053,0
214.82,61497,travel,GB,0,391.6,0.5,0
233.1,9280,utilities,IN,1,324.1,0.512,0
104.37,28013,groceries,IN,0,297.7,0.81,0
87.85,35610,groceries,US,0,241.3,0.362,0
76.61,42376,gaming,DE,0,442.1,0.196,0
303.57,85366,groceries,DE,1,402.4,0.424,0
327.84,6181,utilities,US,1,360.3,0.836,0
857.87,21278,gaming,IN,0,441.5,0.059,0
785.23,64031,gaming,IN,0,402.1,0.971,0
138.19,69693,gaming,GB,0,360.3,0.172,0
175.79,26320,gaming,DE,0,308.1,0.458,0
157.76,21351,utilities,GB,0,254.9,0.855,0
83.71,24513,groceries,IN,0,445.0,0.608,0
186.64,6857,groceries,IN,1,476.3,0.302,0
71.67,45703,utilities,SG,0,336.0,0.302,0
54.71,80410,utilities,IN,1,426.9,0.812,0
672.53,33845,utilities,GB,0,467.8,0.216,0
304.76,60549,utilities,IN,0,384.7,0.987,0
142.85,37223,luxury,IN,0,303.6,0.982,0
528.79,71620,groceries,US,0,450.4,0.3,0
568.13,31640,groceries,IN,0,333.2,0.392,0
1235.12,35686,gaming,US,0,462.8,0.783,0
208.07,10589,utilities,IN,1,418.7,0.173,0
366.98,12173,groceries,IN,1,409.2,0.265,0
214.53,70730,utilities,US,0,360.9,0.728,0
176.45,85459,utilities,US,1,291.6,0.775,1
829.72,85588,electronics,IN,1,350.0,0.773,0
485.59,55633,utilities,US,0,297.7,0.906,0
114.29,65309,groceries,IN,0,191.8,0.038,0
327.52,31946,electronics,IN,0,209.7,0.927,0
580.09,8867,gaming,DE,1,291.7,0.327,0
266.05,12373,utilities,IN,1,331.2,0.482,0
295.44,27030,electronics,DE,0,541.5,0.624,0
3098.71,36684,groceries,IN,0,343.8,0.71,0
138.38,5569,groceries,IN,1,390.6,0.043,0
172.68,83634,luxury,US,1,333.1,0.034,0
1362.96,35615,gaming,IN,0,210.3,0.102,0
362.76,31663,utilities,US,0,408.5,0.816,0
279.5,84692,utilities,US,1,328.0,0.24,0
94.18,59653,electronics,IN,0,408.5,0.827,0
443.57,4540,utilities,SG,1,447.9,0.838,0
551.54,18538,utilities,IN,0,432.3,0.059,1
990.82,76081,gaming,DE,0,342.8,0.791,1
1178.34,47803,gaming,IN,0,364.6,0.206,0
458.95,50676,utilities,SG,0,307.4,0.642,0
172.06,7214,groceries,DE,1,279.2,0.152,0
100.22,26864,groceries,IN,0,329.6,0.91,0
1447.39,56569,electronics,GB,0,293.5,0.931,0
186.51,25328,gaming,GB,0,265.4,0.336,0
1055.78,51686,utilities,GB,0,167.0,0.258,0
683.39,73972,utilities,GB,0,307.0,0.13,0
259.02,23210,groceries,SG,0,272.8,0.537,0
1335.19,26559,travel,IN,0,391.2,0.484,0
316.43,600,gaming,IN,1,386.6,0.838,0
1181.28,10404,electronics,IN,1,414.4,0.425,0
264.98,30140,electronics,GB,0,312.7,0.838,0
246.94,65301,electronics,DE,0,165.8,0.438,0
303.62,74248,electronics,IN,0,226.5,0.047,0
2639.83,22677,groceries,SG,0,467.3,0.414,0
503.29,55782,utilities,SG,0,207.2,0.259,0
328.38,20052,utilities,IN,0,156.2,0.228,0
68.96,65160,gaming,IN,0,356.3,0.153,0
166.44,10854,groceries,GB,1,235.1,0.498,0
94.52,18292,electronics,IN,0,279.0,0.995,0
43.54,76663,groceries,IN,0,302.1,0.607,0
141.9,12764,gaming,SG,1,362.9,0.598,0
2283.3,26247,travel,US,0,230.3,0.678,0
1033.39,60350,utilities,IN,0,178.5,0.24,0
895.92,57564,groceries,US,0,221.5,0.943,0
209.23,65323,travel,IN,0,199.0,0.846,0
179.11,36696,groceries,SG,0,327.3,0.766,0
63.29,37875,gaming,IN,0,416.3,0.078,0
788.9,30983,electronics,US,0,333.7,0.339,0
238.92,25425,gaming,GB,0,323.7,0.804,0
264.94,58737,groceries,IN,0,304.3,0.541,0
635.41,57296,groceries,DE,0,277.8,0.694,0
108.79,70787,utilities,US,0,373.4,0.451,0
886.67,50840,groceries,SG,0,243.0,0.318,0
65.53,73827,travel,SG,0,333.4,0.537,0
69.35,85845,electronics,DE,1,325.0,0.445,0
877.12,85242,gaming,IN,1,334.2,0.802,0
453.97,68449,gaming,IN,0,393.4,0.928,0
397.85,73925,utilities,IN,0,413.1,0.35,0
46.79,60853,utilities,GB,0,201.5,0.166,0
709.13,36388,groceries,US,0,340.0,0.969,0
1260.84,64038,groceries,US,0,286.5,0.9,0
226.45,18589,luxury,IN,0,417.4,0.148,0
206.84,8705,groceries,GB,1,389.1,0.504,0
1873.82,14692,utilities,US,1,421.1,0.719,0
147.01,36035,travel,IN,0,324.9,0.696,0
38.94,26638,groceries,IN,0,426.0,0.046,0
548.3,76689,utilities,IN,0,417.3,0.655,0
148.14,61028,groceries,IN,0,230.9,0.141,0
683.35,23765,electronics,IN,0,213.5,0.362,0
164.78,46616,groceries,DE,0,344.6,0.777,0
249.59,6691,gaming,SG,1,272.9,0.299,1
212.89,51852,utilities,SG,0,363.6,0.757,0
159.26,2724,utilities,US,1,228.4,0.052,0
345.38,17692,utilities,SG,1,366.7,0.573,0
1370.58,46896,gaming,IN,0,272.2,0.488,0
117.01,23497,groceries,IN,0,397.3,0.028,0
480.53,30093,utilities,IN,0,329.7,0.629,0
181.43,895,electronics,SG,1,387.4,0.092,0
283.95,6179,utilities,DE,1,271.7,0.723,0
752.38,43173,utilities,SG,0,366.7,0.265,0
332.49,58644,electronics,SG,0,237.4,0.979,0
1615.1,69634,utilities,IN,0,309.7,0.771,0
72.48,52674,travel,SG,0,309.5,0.081,0
54.9,471,groceries,IN,1,303.0,0.851,0
240.24,15615,groceries,IN,1,323.3,0.673,0
407.99,41047,electronics,IN,0,168.7,0.89,0
901.95,81279,gaming,IN,1,356.3,0.217,0
162.81,43693,groceries,GB,0,333.1,0.993,0
302.84,82737,utilities,DE,1,406.7,0.501,0
122.86,31579,utilities,US,0,215.4,0.831,0
822.22,16724,utilities,US,1,427.6,0.912,0
812.81,14060,utilities,IN,1,205.4,0.505,0
417.64,69710,utilities,IN,0,414.7,0.107,0
293.83,11368,groceries,IN,1,394.4,0.306,0
304.38,53052,utilities,GB,0,342.3,0.895,0
114.93,22265,electronics,IN,0,459.0,0.045,0
65.39,62917,utilities,IN,0,214.2,0.271,0
729.34,43200,utilities,IN,0,322.1,0.154,0
499.4,50246,travel,IN,0,364.3,0.476,0
445.04,45963,travel,US,0,423.7,0.991,0
162.4,81888,utilities,IN,1,376.5,0.692,0
101.87,4130,utilities,IN,1,312.9,0.104,0
689.86,6291,gaming,IN,1,384.3,0.371,0
416.27,46530,utilities,GB,0,323.0,0.918,0
246.62,64674,travel,IN,0,211.5,0.02,0
1053.42,5010,groceries,US,1,385.8,0.817,0
1651.5,73975,utilities,IN,0,364.3,0.476,0
1590.44,25419,electronics,DE,0,300.4,0.299,0
197.36,7304,gaming,US,1,311.7,0.756,0
549.82,56807,groceries,IN,0,342.4,0.164,0
792.71,34921,travel,IN,0,224.3,0.22,0
77.14,18567,groceries,IN,0,291.2,0.163,0
4180.19,7489,travel,GB,1,468.7,0.862,0
179.56,79928,electronics,US,1,297.5,0.304,0
754.35,3690,gaming,US,1,321.2,0.9,1
647.03,81277,groceries,IN,1,256.9,0.779,0
1068.94,47212,utilities,DE,0,385.1,0.436,0
277.1,3620,groceries,US,1,319.0,0.702,1
128.01,872,utilities,SG,1,351.0,0.727,0
333.5,45776,utilities,GB,0,321.9,0.789,0
396.18,31080,groceries,US,0,188.1,0.021,0
106.26,63928,groceries,IN,0,317.0,0.631,0
1179.64,14924,electronics,DE,1,336.8,0.106,0
39.76,37526,groceries,US,0,326.7,0.671,0
588.12,48626,utilities,SG,0,437.1,0.342,0
1006.45,77641,travel,DE,0,505.8,0.923,0
190.46,83819,groceries,IN,1,388.4,0.905,0
61.35,54868,groceries,US,0,262.1,0.283,0
281.5,50297,groceries,SG,0,463.4,0.55,0
273.65,70868,groceries,IN,0,277.0,0.651,0
212.1,49984,groceries,IN,0,481.7,0.139,0
96.0,56613,gaming,IN,0,400.5,0.308,0
6035.23,32122,utilities,IN,0,371.1,0.367,0
286.9,59774,groceries,IN,0,311.6,0.591,1
178.54,35158,luxury,US,0,317.4,0.216,1
185.74,86174,groceries,US,1,420.0,0.314,0
557.43,18870,utilities,DE,0,334.7,0.193,1
354.51,48948,gaming,US,0,365.6,0.117,1
82.0,64010,travel,DE,0,412.2,0.263,0
198.21,29050,travel,IN,0,377.7,0.757,0
477.65,52391,gaming,IN,0,450.0,0.323,0
201.43,74655,travel,IN,0,268.0,0.981,0
731.4,25186,luxury,GB,0,262.0,0.689,0
452.97,43471,utilities,US,0,473.3,0.552,0
853.08,45076,utilities,IN,0,305.0,0.352,0
710.33,47507,utilities,DE,0,384.2,0.672,0
514.37,45146,groceries,SG,0,357.7,0.503,0
1566.8,66934,travel,DE,0,308.4,0.229,0
80.0,80656,utilities,DE,1,242.0,0.55,0
67.89,48143,groceries,IN,0,452.0,0.544,0
139.84,3866,utilities,IN,1,278.1,0.676,0
224.18,24207,groceries,DE,0,432.4,0.466,0
259.4,69880,gaming,IN,0,280.7,0.431,0
51.65,6569,groceries,IN,1,329.8,0.13,0
1228.86,79017,gaming,IN,0,269.0,0.154,0
320.04,64686,gaming,SG,0,307.2,0.022,0
384.71,74989,groceries,IN,0,368.1,0.9,0
102.51,72128,travel,IN,0,262.8,0.463,0
243.93,8821,groceries,GB,1,319.8,0.634,0
209.18,47840,gaming,US,0,375.5,0.934,0
413.6,32449,groceries,US,0,426.6,0.325,0
931.8,46088,gaming,US,0,304.7,0.429,0
339.88,61114,groceries,IN,0,237.9,0.776,0
143.54,33539,travel,US,0,374.3,0.01,0
440.48,8821,groceries,IN,1,469.6,0.254,0
363.66,5400,luxury,US,1,283.1,0.789,0
130.0,72277,utilities,GB,0,371.1,0.912,0
313.98,46378,groceries,IN,0,414.1,0.466,0
54.71,27278,utilities,IN,0,297.3,0.949,0
321.7,12659,utilities,IN,1,286.6,0.88,0
16.93,40623,gaming,GB,0,298.1,0.767,0
203.15,51771,gaming,GB,0,433.5,0.306,0
689.85,28093,utilities,IN,0,310.3,0.835,0
179.99,14545,groceries,US,1,408.1,0.203,0
377.77,32543,utilities,IN,0,393.9,0.911,0
393.4,7608,utilities,IN,1,349.1,0.878,0
249.11,13524,gaming,GB,1,325.5,0.983,0
92.06,82136,utilities,US,1,275.5,0.606,0
91.4,17381,electronics,IN,1,542.0,0.001,0
138.37,80917,utilities,IN,1,401.5,0.68,0
471.84,56705,groceries,IN,0,188.9,0.99,0
845.95,62268,electronics,SG,0,335.4,0.173,0
115.57,28205,gaming,DE,0,295.7,0.835,0
161.79,59212,electronics,GB,0,337.6,0.261,0
215.63,1230,utilities,IN,1,500.4,0.117,0
1293.27,83648,groceries,GB,1,187.4,0.591,1
168.51,58656,utilities,US,0,431.9,0.145,1
874.33,62792,travel,US,0,379.0,0.46,0
213.47,182,electronics,IN,1,461.9,0.118,0
227.34,64638,travel,US,0,374.4,0.788,0
186.87,6045,groceries,IN,1,233.5,0.068,0
263.3,17956,travel,IN,1,312.0,0.739,0
106.15,82869,utilities,DE,1,208.1,0.515,0
278.94,38414,gaming,IN,0,524.3,0.92,0
121.67,57653,groceries,IN,0,349.2,0.432,0
295.49,48961,utilities,DE,0,272.7,0.073,0
47.01,61106,electronics,GB,0,332.0,0.038,0
161.99,28399,travel,SG,0,422.2,0.43,0
231.69,31161,utilities,IN,0,380.7,0.702,0
192.74,5215,electronics,SG,1,451.6,0.696,0
48.46,61923,utilities,IN,0,353.2,0.012,0
366.65,28702,groceries,IN,0,340.1,0.327,0
67.23,82088,groceries,IN,1,218.5,0.136,0
2406.39,45494,groceries,IN,0,262.3,0.088,0
1186.64,60266,utilities,US,0,307.7,0.833,0
1968.1,34712,groceries,IN,0,453.8,0.216,0
309.55,44329,travel,IN,0,260.4,0.428,0
45.21,3690,electronics,GB,1,387.1,0.397,0
1947.64,56566,electronics,IN,0,415.3,0.037,0
390.86,45961,groceries,IN,0,417.6,0.843,0
1965.02,34629,utilities,DE,0,310.9,0.192,1
1116.5,52131,gaming,GB,0,277.2,0.923,0
462.31,60977,utilities,US,0,295.8,0.796,0
116.11,33919,utilities,IN,0,330.9,0.22,0
132.57,26358,utilities,GB,0,351.9,0.973,0
257.51,40593,utilities,SG,0,413.0,0.319,0
345.66,73901,gaming,US,0,336.3,0.953,1
284.04,51619,groceries,SG,0,468.9,0.652,0
434.3,48835,travel,US,0,340.6,0.071,0
1393.08,19140,groceries,IN,0,298.5,0.904,0
2064.03,5451,gaming,IN,1,257.3,0.93,0
62.88,27215,utilities,IN,0,505.7,0.617,0
531.17,67710,groceries,IN,0,419.7,0.117,0
879.07,20828,utilities,IN,0,335.1,0.415,0
381.33,42449,travel,IN,0,472.7,0.062,0
556.83,39022,travel,IN,0,458.7,0.511,0
168.72,14241,utilities,IN,1,347.9,0.286,0
362.58,22814,groceries,IN,0,412.7,0.542,0
287.23,18368,travel,IN,0,343.4,0.693,0
164.19,14548,gaming,IN,1,487.4,0.593,1
201.46,18073,utilities,US,0,351.0,0.707,0
509.29,57750,gaming,IN,0,227.5,0.797,0
236.81,15673,groceries,GB,1,357.2,0.961,1
310.36,69449,utilities,GB,0,337.9,0.295,0
268.49,22362,groceries,US,0,358.3,0.791,0
209.05,51135,utilities,SG,0,360.5,0.285,0
109.48,3203,travel,DE,1,330.3,0.417,0
92.93,59759,electronics,IN,0,365.7,0.911,0
391.79,58182,luxury,IN,0,376.2,0.0,0
220.41,7082,groceries,GB,1,317.5,0.918,1
95.91,58274,gaming,IN,0,313.7,0.002,0
187.74,36023,luxury,SG,0,371.0,0.676,0
496.17,46527,gaming,IN,0,286.5,0.319,0
551.55,71753,utilities,US,0,279.6,0.494,0
63.36,69535,groceries,DE,0,395.0,0.054,0
574.21,71877,electronics,IN,0,160.5,0.974,0
50.69,35910,groceries,IN,0,341.0,0.947,0
179.95,9392,gaming,IN,1,300.7,0.713,0
784.85,6423,groceries,SG,1,389.3,0.603,0
113.65,3054,gaming,IN,1,132.9,0.166,0
822.72,14922,gaming,US,1,259.6,0.868,0
374.59,24723,groceries,US,0,389.2,0.382,0
2180.98,36267,electronics,IN,0,345.3,0.354,0
1630.62,39876,groceries,SG,0,355.3,0.192,0
485.56,82213,electronics,GB,1,327.2,0.254,0
260.98,99,electronics,IN,1,318.1,0.485,0
1204.76,42551,utilities,IN,0,428.6,0.759,0
479.52,30699,gaming,IN,0,371.6,0.783,0
715.65,50202,gaming,GB,0,271.3,0.491,0
556.31,29465,gaming,IN,0,370.7,0.293,0
440.53,37619,travel,IN,0,362.2,0.015,0
111.66,61652,utilities,US,0,307.4,0.513,0
833.03,36131,groceries,IN,0,214.5,0.449,0
180.43,55401,travel,IN,0,202.7,0.075,0
1402.35,46410,utilities,IN,0,319.0,0.693,0
195.08,68778,electronics,GB,0,392.1,0.011,0
376.97,61855,utilities,SG,0,354.5,0.205,0
1544.61,19739,electronics,US,0,380.7,0.301,0
504.63,32090,gaming,IN,0,212.5,0.31,0
145.33,23379,groceries,US,0,336.4,0.176,0
887.23,34710,groceries,GB,0,366.6,0.729,1
312.02,77241,utilities,IN,0,338.8,0.214,0
691.54,25042,utilities,DE,0,449.9,0.767,1
216.91,15027,luxury,IN,1,340.6,0.183,0
445.26,63090,utilities,IN,0,235.0,0.206,0
1580.18,62791,groceries,IN,0,275.7,0.149,0
330.32,65572,electronics,IN,0,265.4,0.641,0
3169.73,76557,travel,IN,0,273.6,0.749,0
1237.61,35051,electronics,SG,0,363.0,0.812,0
614.55,83189,groceries,IN,1,381.2,0.251,0
368.23,12060,electronics,DE,1,328.6,0.789,0
190.27,15583,gaming,DE,1,318.8,0.765,0
655.63,32733,utilities,IN,0,431.0,0.999,0
343.63,52570,electronics,IN,0,390.1,0.965,0
469.51,21278,utilities,IN,0,200.5,0.959,0
1089.4,8830,travel,SG,1,330.8,0.088,0
215.99,15203,groceries,IN,1,479.5,0.82,0
591.5,12057,groceries,IN,1,321.6,0.743,0
43.96,66673,groceries,DE,0,355.6,0.624,0
1192.5,46752,groceries,DE,0,507.3,0.147,0
92.99,36779,electronics,SG,0,365.2,0.962,0
301.87,63828,groceries,IN,0,318.7,0.629,0
459.82,40334,electronics,IN,0,211.9,0.203,0
479.28,24942,gaming,US,0,467.6,0.748,1
520.2,61130,gaming,US,0,281.7,0.976,0
563.41,75309,luxury,IN,0,497.5,0.122,0
2633.27,29565,utilities,IN,0,387.6,0.983,0
1264.22,86032,utilities,IN,1,433.0,0.124,0
657.43,6917,groceries,IN,1,541.7,0.593,0
51.15,70826,luxury,IN,0,450.9,0.579,0
194.62,85047,luxury,IN,1,281.2,0.295,0
1693.44,43035,gaming,IN,0,241.3,0.534,0
40.25,38276,gaming,IN,0,342.8,0.047,0
197.69,38755,gaming,IN,0,338.0,0.661,0
165.5,56501,travel,DE,0,313.8,0.774,0
2685.84,76535,gaming,IN,0,484.8,0.809,0
196.0,3893,luxury,IN,1,343.8,0.488,1
361.57,23474,groceries,US,0,414.4,0.214,0
168.36,1221,utilities,IN,1,313.0,0.614,0
68.21,24076,groceries,IN,0,345.8,0.043,0
342.75,38241,utilities,IN,0,294.3,0.194,0
149.31,73107,groceries,IN,0,392.4,0.361,0
123.43,783,groceries,IN,1,224.0,0.999,0
275.76,78800,gaming,IN,0,352.7,0.524,0
155.18,36498,travel,IN,0,333.3,0.296,0
220.68,42970,groceries,SG,0,286.9,0.386,0
122.46,9829,gaming,IN,1,405.7,0.182,0
227.72,45268,utilities,IN,0,344.0,0.959,0
381.66,11855,groceries,IN,1,335.9,0.162,0
214.36,63972,groceries,SG,0,399.7,0.535,0
762.95,69336,groceries,US,0,264.8,0.62,1
258.54,47339,gaming,IN,0,407.0,0.084,0
995.94,30209,gaming,IN,0,319.4,0.637,0
401.15,29434,gaming,DE,0,378.7,0.069,0
143.79,65300,electronics,US,0,395.2,0.387,0
1166.4,61775,electronics,IN,0,441.1,0.485,0
399.71,40904,gaming,US,0,345.7,0.797,0
1412.83,25296,utilities,IN,0,423.6,0.654,0
1533.26,13985,electronics,IN,1,451.3,0.704,0
193.67,47323,groceries,IN,0,272.2,0.437,0
635.23,12618,gaming,US,1,270.7,0.968,0
168.75,54022,electronics,IN,0,372.6,0.651,0
187.19,79710,utilities,US,1,385.0,0.531,0
144.76,44503,travel,IN,0,507.9,0.268,0
2050.54,39692,travel,SG,0,281.6,0.376,0
1508.59,68177,groceries,DE,0,391.4,0.833,0
1466.57,21724,groceries,US,0,455.8,0.597,0
93.31,18894,gaming,DE,0,183.1,0.2,0
611.25,21932,gaming,IN,0,331.0,0.948,0
233.8,41659,travel,IN,0,322.3,0.754,0
177.54,18505,electronics,IN,0,369.3,0.37,0
295.28,20578,gaming,IN,0,423.3,0.28,0
419.45,85654,groceries,US,1,281.1,0.297,0
377.85,66902,utilities,IN,0,477.7,0.16,0
118.75,61041,utilities,IN,0,433.0,0.447,0
246.0,82511,travel,US,1,310.9,0.997,1
701.38,26185,gaming,IN,0,403.5,0.76,0
1525.05,40260,electronics,IN,0,412.6,0.107,0
573.95,33009,utilities,IN,0,451.3,0.972,0
203.87,18638,utilities,IN,0,307.7,0.772,0
2111.59,13997,utilities,DE,1,250.6,0.359,0
823.73,26734,electronics,IN,0,285.9,0.252,0
267.34,63420,utilities,US,0,305.1,0.306,0
89.2,83198,travel,IN,1,338.2,0.934,0
47.77,32249,groceries,US,0,270.8,0.489,0
1771.77,82324,utilities,IN,1,360.6,0.327,0
888.33,53478,groceries,IN,0,409.6,0.771,0
249.59,75667,electronics,IN,0,407.0,0.24,0
489.36,49589,travel,IN,0,549.2,0.382,0
114.0,17058,groceries,SG,1,341.0,0.822,0
1051.86,49582,electronics,IN,0,261.3,0.22,0
137.16,42298,utilities,GB,0,252.7,0.19,0
127.74,72910,groceries,US,0,370.1,0.87,0
1199.93,40249,electronics,IN,0,304.6,0.993,0
148.8,24643,electronics,US,0,230.6,0.733,0
316.14,73406,utilities,SG,0,382.8,0.983,0
1049.96,55449,utilities,IN,0,269.6,0.205,0
416.85,65853,groceries,GB,0,317.0,0.493,0
1115.67,3132,luxury,US,1,458.0,0.636,1
115.34,45974,gaming,US,0,271.3,0.261,0
312.16,47022,groceries,DE,0,239.8,0.074,0
762.74,70147,electronics,US,0,220.1,0.203,0
466.47,50983,utilities,IN,0,306.5,0.462,0
376.5,59006,gaming,IN,0,251.2,0.39,0
236.47,62884,travel,IN,0,240.0,0.177,0
260.94,65344,electronics,SG,0,283.4,0.526,0
215.0,64429,groceries,IN,0,282.6,0.035,0
650.82,45204,groceries,US,0,258.8,0.342,0
108.55,50656,groceries,IN,0,537.8,0.882,0
317.64,57967,groceries,DE,0,507.7,0.007,0
506.42,71074,utilities,IN,0,317.8,0.892,0
270.11,84785,travel,SG,1,300.8,0.538,0
671.83,47840,luxury,GB,0,338.4,0.72,0
174.54,28118,travel,SG,0,261.1,0.928,0
827.86,57512,utilities,IN,0,262.5,0.092,0
1307.89,35955,utilities,IN,0,304.9,0.677,0
181.86,64344,electronics,IN,0,314.2,0.283,0
177.08,1265,utilities,IN,1,421.0,0.833,0
70.96,40798,luxury,IN,0,313.0,0.79,0
439.13,44579,utilities,IN,0,350.0,0.79,0
2789.12,57192,groceries,US,0,294.6,0.366,0
241.7,80483,groceries,IN,1,502.8,0.99,0
316.24,9567,groceries,IN,1,538.2,0.758,0
54.88,75221,luxury,GB,0,439.9,0.44,0
161.19,20097,luxury,IN,0,402.5,0.996,0
816.35,41964,groceries,IN,0,188.1,0.242,0
999.78,19629,groceries,DE,0,382.4,0.312,0
829.89,30968,groceries,GB,0,475.7,0.903,0
1152.27,3553,gaming,IN,1,175.5,0.696,0
262.85,33605,gaming,US,0,399.2,0.657,0
215.57,35515,groceries,IN,0,551.0,0.415,0
2243.47,55830,electronics,GB,0,345.6,0.665,0
153.68,50811,travel,DE,0,357.1,0.295,0
306.31,16526,gaming,IN,1,551.4,0.22,0
303.7,43052,travel,US,0,464.5,0.99,0
226.16,53973,luxury,IN,0,124.4,0.756,1
266.15,83307,electronics,US,1,266.2,0.695,0
268.01,23059,utilities,US,0,440.1,0.146,0
444.23,8207,gaming,GB,1,203.5,0.39,0
283.6,9885,utilities,DE,1,258.3,0.818,0
988.62,40283,utilities,IN,0,285.5,0.669,0
253.23,43701,travel,DE,0,275.4,0.934,0
286.57,63710,luxury,IN,0,271.8,0.458,0
428.33,20955,utilities,IN,0,316.1,0.814,0
71.94,64181,electronics,IN,0,249.7,0.164,0
167.95,34044,groceries,IN,0,82.4,0.97,0
669.78,80252,utilities,SG,1,366.5,0.975,0
474.19,73872,groceries,SG,0,418.5,0.287,0
362.62,31912,groceries,US,0,333.2,0.575,0
503.72,60689,utilities,IN,0,379.7,0.414,0
108.41,73344,electronics,US,0,462.7,0.132,0
408.1,51048,travel,GB,0,386.9,0.445,0
177.58,1538,gaming,US,1,341.6,0.565,1
499.06,69428,utilities,DE,0,476.1,0.745,0
1724.72,61557,gaming,IN,0,444.6,0.612,0
95.75,54008,groceries,IN,0,332.7,0.21,0
1611.25,85256,groceries,US,1,412.1,0.884,0
179.33,63711,utilities,IN,0,386.6,0.426,0
561.37,4514,utilities,IN,1,564.9,0.038,1
126.13,54786,groceries,IN,0,492.3,0.192,0
240.91,55292,travel,SG,0,385.6,0.883,0
105.99,61129,gaming,US,0,425.0,0.789,0
1177.37,25547,groceries,IN,0,194.8,0.268,0
2602.95,49085,electronics,GB,0,350.6,0.346,0
191.67,10496,groceries,US,1,353.7,0.636,0
238.21,74834,groceries,IN,0,384.8,0.497,0
1125.19,41884,utilities,SG,0,304.4,0.169,0
150.54,48582,groceries,DE,0,348.4,0.363,0
91.39,13146,gaming,IN,1,379.7,0.061,0
673.99,36169,utilities,GB,0,304.7,0.947,0
338.96,64438,gaming,IN,0,330.8,0.266,1
1230.14,41309,gaming,IN,0,315.1,0.115,0
334.79,210,groceries,DE,1,436.3,0.028,1
59.04,43253,utilities,IN,0,458.1,0.702,0
2372.52,70230,utilities,IN,0,528.9,0.553,0
232.49,40505,electronics,GB,0,348.0,0.882,0
628.2,64872,utilities,DE,0,503.5,0.767,0
352.15,84496,electronics,IN,1,278.3,0.465,0
93.43,38708,utilities,DE,0,225.1,0.163,0
54.41,75526,utilities,DE,0,343.5,0.467,0
1127.64,76476,utilities,IN,0,380.3,0.252,0
598.85,53538,groceries,IN,0,225.4,0.923,0
2131.77,55124,gaming,GB,0,324.7,0.409,0
396.42,51356,groceries,US,0,357.4,0.215,0
399.65,43777,travel,GB,0,302.7,0.72,0
223.92,28871,groceries,IN,0,333.9,0.179,0
66.69,30904,luxury,IN,0,366.2,0.207,0
688.78,82870,electronics,US,1,452.6,0.026,0
267.08,7165,utilities,US,1,414.0,0.397,1
341.94,33091,utilities,GB,0,392.4,0.853,0
384.56,8874,electronics,IN,1,210.1,0.503,0
1211.9,35769,groceries,GB,0,348.6,0.701,0
283.29,79469,utilities,US,1,456.2,0.31,0
170.09,71131,utilities,IN,0,370.6,0.145,0
332.43,34455,travel,IN,0,402.5,0.61,0
2211.58,1535,utilities,IN,1,279.9,0.787,0
450.94,80494,utilities,IN,1,266.4,0.656,0
376.58,63063,gaming,US,0,307.5,0.053,0
245.16,56741,luxury,IN,0,479.6,0.88,0
245.6,82031,gaming,IN,1,357.6,0.971,0
115.64,44860,electronics,GB,0,493.8,0.606,0
192.55,43746,groceries,IN,0,283.2,0.008,0
388.43,56650,utilities,IN,0,204.0,0.753,0
97.41,27187,utilities,US,0,337.6,0.442,0
273.21,43503,utilities,DE,0,305.4,0.507,0
100.65,59776,gaming,DE,0,444.4,0.199,1
138.79,6474,groceries,SG,1,485.0,0.006,0
212.01,52990,utilities,IN,0,479.5,0.046,0
329.53,46190,groceries,SG,0,393.6,0.753,0
296.57,6902,gaming,DE,1,416.3,0.872,0
1308.25,11861,groceries,US,1,410.4,0.247,1
1157.27,58905,utilities,IN,0,297.7,0.886,0
266.7,39931,groceries,IN,0,370.6,0.124,0
273.4,49229,groceries,IN,0,356.2,0.666,0
154.75,46872,travel,IN,0,302.2,0.526,0
1698.66,64740,travel,IN,0,329.8,0.035,0
1072.39,78421,electronics,US,0,306.8,0.995,0
123.34,19071,utilities,US,0,412.3,0.855,0
302.23,76049,groceries,GB,0,424.9,0.129,0
1270.01,29155,travel,US,0,416.5,0.117,0
226.5,59864,luxury,GB,0,337.0,0.857,1
210.56,19963,electronics,DE,0,425.3,0.516,0
898.33,34633,gaming,IN,0,324.4,0.937,0
184.51,5732,utilities,US,1,334.0,0.808,0
2940.1,81468,gaming,GB,1,343.4,0.809,0
475.76,58992,electronics,IN,0,456.1,0.998,0
214.09,50877,utilities,IN,0,341.7,0.254,0
20.76,64826,utilities,DE,0,308.5,0.13,0
751.3,14913,utilities,DE,1,282.1,0.177,0
86.26,15298,utilities,IN,1,336.9,0.271,0
479.65,70613,utilities,SG,0,209.2,0.124,1
